REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Ohio,2017,46,X,0.910986,X,X,X,X,X,X,201,60,22064
States,Oklahoma,2017,46,X,2.53975,X,X,X,X,X,X,230,24,9056
States,Oregon,2017,46,X,1.26472,X,X,X,X,X,X,536,79,42381
States,Pennsylvania,2017,46,X,1.28433,X,X,X,X,X,X,808,146,62912
States,Rhode Island,2017,46,X,0.665415,X,X,X,X,X,X,39,23,5861
States,South Carolina,2017,46,X,3.13541,X,X,X,X,X,X,226,15,7208
States,South Dakota,2017,46,X,2.72443,X,X,X,X,X,X,305,32,11195
States,Tennessee,2017,46,X,1.45126,X,X,X,X,X,X,138,49,9509
States,Texas,2017,46,X,4.41976,X,X,X,X,X,X,1365,110,30884
States,Utah,2017,46,X,0.316315,X,X,X,X,X,X,64,40,20233
States,Vermont,2017,46,X,0.77326,X,X,X,X,X,X,62,17,8018
States,Virginia,2017,46,X,2.02666,X,X,X,X,X,X,1814,130,89507
States,Washington,2017,46,X,0.554481,X,X,X,X,X,X,43,51,7755
States,West Virginia,2017,46,X,0.81079,X,X,X,X,X,X,107,36,13197
States,Wisconsin,2017,46,X,0.937183,X,X,X,X,X,X,37,24,3948
States,Wyoming,2017,46,X,0.982441,X,X,X,X,X,X,47,21,4784
States,Puerto Rico,2017,46,X,9.16667,X,X,X,X,X,X,220,4,2400
States,Virgin Islands,2017,46,X,0.687285,X,X,X,X,X,X,6,3,873
States,New York City,2017,46,X,2.28041,X,X,X,X,X,X,2342,78,102701
States,Alabama,2017,47,X,2.80217,X,X,X,X,X,X,967,84,34509
States,Alaska,2017,47,X,3.45056,X,X,X,X,X,X,156,16,4521
States,Arizona,2017,47,X,2.06195,X,X,X,X,X,X,217,39,10524
States,Arkansas,2017,47,X,1.70636,X,X,X,X,X,X,48,16,2813
States,California,2017,47,X,2.26123,X,X,X,X,X,X,809,117,35777
States,Colorado,2017,47,X,1.20099,X,X,X,X,X,X,227,42,18901
States,Connecticut,2017,47,X,2.5077,X,X,X,X,X,X,57,18,2273
States,Delaware,2017,47,X,0.0542299,X,X,X,X,X,X,1,13,1844
States,District of Columbia,2017,47,X,2.19801,X,X,X,X,X,X,230,5,10464
States,Florida,2017,47,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,47,X,3.69435,X,X,X,X,X,X,1624,49,43959
States,Hawaii,2017,47,X,3.92365,X,X,X,X,X,X,37,14,943
States,Idaho,2017,47,X,1.19205,X,X,X,X,X,X,9,6,755
States,Illinois,2017,47,X,1.54549,X,X,X,X,X,X,545,79,35264
States,Indiana,2017,47,X,1.47059,X,X,X,X,X,X,39,24,2652
States,Iowa,2017,47,X,1.03137,X,X,X,X,X,X,24,12,2327
States,Kansas,2017,47,X,2.31926,X,X,X,X,X,X,128,31,5519
States,Kentucky,2017,47,X,1.73643,X,X,X,X,X,X,151,33,8696
States,Louisiana,2017,47,X,5.15704,X,X,X,X,X,X,2394,91,46422
States,Maine,2017,47,X,0.909091,X,X,X,X,X,X,24,25,2640
States,Maryland,2017,47,X,1.77414,X,X,X,X,X,X,104,28,5862
States,Massachusetts,2017,47,X,1.68869,X,X,X,X,X,X,455,45,26944
States,Michigan,2017,47,X,1.84007,X,X,X,X,X,X,405,85,22010
States,Minnesota,2017,47,X,1.6596,X,X,X,X,X,X,90,24,5423
States,Mississippi,2017,47,X,6.12601,X,X,X,X,X,X,1087,46,17744
States,Missouri,2017,47,X,1.39695,X,X,X,X,X,X,77,21,5512
States,Montana,2017,47,X,0.231481,X,X,X,X,X,X,6,8,2592
States,Nebraska,2017,47,X,3.22741,X,X,X,X,X,X,260,49,8056
States,Nevada,2017,47,X,1.24317,X,X,X,X,X,X,214,35,17214
States,New Hampshire,2017,47,X,0.722022,X,X,X,X,X,X,16,17,2216
States,New Jersey,2017,47,X,2.82179,X,X,X,X,X,X,666,41,23602
States,New Mexico,2017,47,X,1.53846,X,X,X,X,X,X,246,39,15990
States,New York,2017,47,X,1.90728,X,X,X,X,X,X,195,55,10224
States,North Carolina,2017,47,X,2.62954,X,X,X,X,X,X,271,46,10306
States,North Dakota,2017,47,X,1.1782,X,X,X,X,X,X,16,9,1358
States,Ohio,2017,47,X,1.03946,X,X,X,X,X,X,147,63,14142
States,Oklahoma,2017,47,X,2.81158,X,X,X,X,X,X,201,23,7149
States,Oregon,2017,47,X,1.64241,X,X,X,X,X,X,553,78,33670
States,Pennsylvania,2017,47,X,1.29993,X,X,X,X,X,X,717,147,55157
States,Rhode Island,2017,47,X,0.74531,X,X,X,X,X,X,29,23,3891
States,South Carolina,2017,47,X,4.19061,X,X,X,X,X,X,175,13,4176
States,South Dakota,2017,47,X,2.2076,X,X,X,X,X,X,198,32,8969
States,Tennessee,2017,47,X,2.00841,X,X,X,X,X,X,129,49,6423
States,Texas,2017,47,X,4.57186,X,X,X,X,X,X,1023,111,22376
States,Utah,2017,47,X,0.232974,X,X,X,X,X,X,43,39,18457
States,Vermont,2017,47,X,1.36553,X,X,X,X,X,X,69,17,5053
States,Virginia,2017,47,X,2.19032,X,X,X,X,X,X,1878,127,85741
States,Washington,2017,47,X,0.820633,X,X,X,X,X,X,56,51,6824
States,West Virginia,2017,47,X,1.69368,X,X,X,X,X,X,140,33,8266
States,Wisconsin,2017,47,X,2.02989,X,X,X,X,X,X,91,24,4483
States,Wyoming,2017,47,X,1.15282,X,X,X,X,X,X,39,21,3383
States,Puerto Rico,2017,47,X,7.82241,X,X,X,X,X,X,185,4,2365
States,Virgin Islands,2017,47,X,0.94451,X,X,X,X,X,X,8,3,847
States,New York City,2017,47,X,2.11503,X,X,X,X,X,X,1974,77,93332
States,Alabama,2017,48,X,2.97065,X,X,X,X,X,X,1239,84,41708
States,Alaska,2017,48,X,3.70826,X,X,X,X,X,X,181,17,4881
States,Arizona,2017,48,X,3.1023,X,X,X,X,X,X,615,45,19824
States,Arkansas,2017,48,X,2.55597,X,X,X,X,X,X,129,16,5047
States,California,2017,48,X,1.98628,X,X,X,X,X,X,987,121,49691
States,Colorado,2017,48,X,1.2685,X,X,X,X,X,X,336,42,26488
States,Connecticut,2017,48,X,2.45,X,X,X,X,X,X,98,13,4000
States,Delaware,2017,48,X,0.182349,X,X,X,X,X,X,5,13,2742
States,District of Columbia,2017,48,X,2.64412,X,X,X,X,X,X,394,5,14901
States,Florida,2017,48,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,48,X,3.33017,X,X,X,X,X,X,1650,48,49547
States,Hawaii,2017,48,X,5.05902,X,X,X,X,X,X,60,13,1186
States,Idaho,2017,48,X,1.21858,X,X,X,X,X,X,16,5,1313
States,Illinois,2017,48,X,1.84105,X,X,X,X,X,X,906,82,49211
States,Indiana,2017,48,X,2.04347,X,X,X,X,X,X,110,24,5383
States,Iowa,2017,48,X,0.921234,X,X,X,X,X,X,40,13,4342
States,Kansas,2017,48,X,1.73536,X,X,X,X,X,X,128,29,7376
States,Kentucky,2017,48,X,2.10069,X,X,X,X,X,X,237,35,11282
States,Louisiana,2017,48,X,5.22505,X,X,X,X,X,X,2944,93,56344
States,Maine,2017,48,X,1.08962,X,X,X,X,X,X,40,24,3671
States,Maryland,2017,48,X,1.37223,X,X,X,X,X,X,111,26,8089
States,Massachusetts,2017,48,X,1.44732,X,X,X,X,X,X,503,45,34754
States,Michigan,2017,48,X,1.61371,X,X,X,X,X,X,419,82,25965
States,Minnesota,2017,48,X,1.47341,X,X,X,X,X,X,100,23,6787
States,Mississippi,2017,48,X,5.65447,X,X,X,X,X,X,1048,45,18534
States,Missouri,2017,48,X,1.42461,X,X,X,X,X,X,72,19,5054
States,Montana,2017,48,X,0.0948767,X,X,X,X,X,X,3,7,3162
States,Nebraska,2017,48,X,2.3439,X,X,X,X,X,X,241,48,10282
States,Nevada,2017,48,X,1.13231,X,X,X,X,X,X,216,34,19076
States,New Hampshire,2017,48,X,0.76945,X,X,X,X,X,X,27,17,3509
States,New Jersey,2017,48,X,2.77809,X,X,X,X,X,X,747,42,26889
States,New Mexico,2017,48,X,1.27528,X,X,X,X,X,X,251,41,19682
States,New York,2017,48,X,2.09094,X,X,X,X,X,X,275,54,13152
States,North Carolina,2017,48,X,1.67557,X,X,X,X,X,X,301,47,17964
States,North Dakota,2017,48,X,0.677048,X,X,X,X,X,X,10,8,1477
States,Ohio,2017,48,X,1.06059,X,X,X,X,X,X,237,62,22346
States,Oklahoma,2017,48,X,2.80252,X,X,X,X,X,X,258,25,9206
States,Oregon,2017,48,X,1.56149,X,X,X,X,X,X,529,74,33878
States,Pennsylvania,2017,48,X,1.35713,X,X,X,X,X,X,888,147,65432
States,Rhode Island,2017,48,X,0.539993,X,X,X,X,X,X,32,23,5926
States,South Carolina,2017,48,X,4.01184,X,X,X,X,X,X,244,13,6082
States,South Dakota,2017,48,X,2.13715,X,X,X,X,X,X,230,31,10762
States,Tennessee,2017,48,X,1.23239,X,X,X,X,X,X,126,48,10224
States,Texas,2017,48,X,5.26676,X,X,X,X,X,X,1541,112,29259
States,Utah,2017,48,X,0.275559,X,X,X,X,X,X,59,40,21411
States,Vermont,2017,48,X,1.18123,X,X,X,X,X,X,73,17,6180
States,Virginia,2017,48,X,2.33085,X,X,X,X,X,X,2213,134,94944
States,Washington,2017,48,X,0.747624,X,X,X,X,X,X,70,51,9363
States,West Virginia,2017,48,X,1.19673,X,X,X,X,X,X,155,36,12952
States,Wisconsin,2017,48,X,1.76434,X,X,X,X,X,X,115,22,6518
States,Wyoming,2017,48,X,1.56035,X,X,X,X,X,X,68,20,4358
States,Puerto Rico,2017,48,X,9.50163,X,X,X,X,X,X,204,3,2147
States,Virgin Islands,2017,48,X,1.2966,X,X,X,X,X,X,8,2,617
States,New York City,2017,48,X,1.73613,X,X,X,X,X,X,1870,79,107711
States,Alabama,2017,49,X,3.59379,X,X,X,X,X,X,1274,86,35450
States,Alaska,2017,49,X,4.16396,X,X,X,X,X,X,192,15,4611
States,Arizona,2017,49,X,3.2836,X,X,X,X,X,X,449,37,13674
States,Arkansas,2017,49,X,3.69318,X,X,X,X,X,X,156,16,4224
States,California,2017,49,X,2.54248,X,X,X,X,X,X,1230,125,48378
States,Colorado,2017,49,X,1.5286,X,X,X,X,X,X,379,42,24794
States,Connecticut,2017,49,X,2.58294,X,X,X,X,X,X,109,15,4220
States,Delaware,2017,49,X,0.189251,X,X,X,X,X,X,5,12,2642
States,District of Columbia,2017,49,X,2.49746,X,X,X,X,X,X,368,5,14735
States,Florida,2017,49,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,49,X,3.46198,X,X,X,X,X,X,1568,49,45292
States,Hawaii,2017,49,X,4.96454,X,X,X,X,X,X,56,13,1128
States,Idaho,2017,49,X,1.14329,X,X,X,X,X,X,15,6,1312
States,Illinois,2017,49,X,1.97703,X,X,X,X,X,X,957,83,48406
States,Indiana,2017,49,X,2.48435,X,X,X,X,X,X,127,24,5112
States,Iowa,2017,49,X,1.0733,X,X,X,X,X,X,47,13,4379
States,Kansas,2017,49,X,2.53329,X,X,X,X,X,X,175,32,6908
States,Kentucky,2017,49,X,3.32791,X,X,X,X,X,X,368,37,11058
States,Louisiana,2017,49,X,5.14616,X,X,X,X,X,X,2572,89,49979
States,Maine,2017,49,X,0.854503,X,X,X,X,X,X,37,25,4330
States,Maryland,2017,49,X,1.42686,X,X,X,X,X,X,119,28,8340
States,Massachusetts,2017,49,X,1.59524,X,X,X,X,X,X,555,44,34791
States,Michigan,2017,49,X,1.8799,X,X,X,X,X,X,504,83,26810
States,Minnesota,2017,49,X,2.15039,X,X,X,X,X,X,153,25,7115
States,Mississippi,2017,49,X,5.92492,X,X,X,X,X,X,917,45,15477
States,Missouri,2017,49,X,2.27393,X,X,X,X,X,X,172,21,7564
States,Montana,2017,49,X,0.105988,X,X,X,X,X,X,4,8,3774
States,Nebraska,2017,49,X,2.43848,X,X,X,X,X,X,217,49,8899
States,Nevada,2017,49,X,1.40782,X,X,X,X,X,X,251,33,17829
States,New Hampshire,2017,49,X,0.62383,X,X,X,X,X,X,20,17,3206
States,New Jersey,2017,49,X,2.80816,X,X,X,X,X,X,724,42,25782
States,New Mexico,2017,49,X,1.7894,X,X,X,X,X,X,338,42,18889
States,New York,2017,49,X,2.38112,X,X,X,X,X,X,331,56,13901
States,North Carolina,2017,49,X,2.03024,X,X,X,X,X,X,329,44,16205
States,North Dakota,2017,49,X,1.28399,X,X,X,X,X,X,17,8,1324
States,Ohio,2017,49,X,1.34996,X,X,X,X,X,X,289,62,21408
States,Oklahoma,2017,49,X,3.03567,X,X,X,X,X,X,257,25,8466
States,Oregon,2017,49,X,1.85642,X,X,X,X,X,X,609,75,32805
States,Pennsylvania,2017,49,X,1.36852,X,X,X,X,X,X,823,145,60138
States,Rhode Island,2017,49,X,1.78361,X,X,X,X,X,X,106,23,5943
States,South Carolina,2017,49,X,4.06838,X,X,X,X,X,X,238,14,5850
States,South Dakota,2017,49,X,2.11987,X,X,X,X,X,X,220,32,10378
States,Tennessee,2017,49,X,1.42824,X,X,X,X,X,X,123,45,8612
States,Texas,2017,49,X,5.88049,X,X,X,X,X,X,1672,110,28433
States,Utah,2017,49,X,0.26722,X,X,X,X,X,X,67,36,25073
States,Vermont,2017,49,X,1.15391,X,X,X,X,X,X,71,17,6153
States,Virginia,2017,49,X,2.36303,X,X,X,X,X,X,2050,127,86753
States,Washington,2017,49,X,0.381971,X,X,X,X,X,X,20,47,5236
States,West Virginia,2017,49,X,1.24971,X,X,X,X,X,X,160,36,12803
States,Wisconsin,2017,49,X,2.13326,X,X,X,X,X,X,146,24,6844
States,Wyoming,2017,49,X,2.03155,X,X,X,X,X,X,85,20,4184
States,Puerto Rico,2017,49,X,8.18806,X,X,X,X,X,X,155,3,1893
States,Virgin Islands,2017,49,X,1.01695,X,X,X,X,X,X,6,2,590
States,New York City,2017,49,X,2.5774,X,X,X,X,X,X,2605,74,101071
States,Alabama,2017,50,X,4.6979,X,X,X,X,X,X,1737,85,36974
States,Alaska,2017,50,X,3.89239,X,X,X,X,X,X,204,17,5241
States,Arizona,2017,50,X,5.10282,X,X,X,X,X,X,866,44,16971
States,Arkansas,2017,50,X,5.11499,X,X,X,X,X,X,258,16,5044
States,California,2017,50,X,3.44704,X,X,X,X,X,X,1630,118,47287
States,Colorado,2017,50,X,1.79085,X,X,X,X,X,X,436,42,24346
States,Connecticut,2017,50,X,2.86914,X,X,X,X,X,X,82,17,2858
States,Delaware,2017,50,X,0.267584,X,X,X,X,X,X,7,12,2616
States,District of Columbia,2017,50,X,2.54612,X,X,X,X,X,X,363,5,14257
States,Florida,2017,50,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,50,X,3.59846,X,X,X,X,X,X,1683,49,46770
States,Hawaii,2017,50,X,3.84615,X,X,X,X,X,X,40,14,1040
States,Idaho,2017,50,X,0.774336,X,X,X,X,X,X,7,5,904
States,Illinois,2017,50,X,2.97038,X,X,X,X,X,X,1397,81,47031
States,Indiana,2017,50,X,2.30987,X,X,X,X,X,X,106,24,4589
States,Iowa,2017,50,X,1.31285,X,X,X,X,X,X,47,12,3580
States,Kansas,2017,50,X,4.05592,X,X,X,X,X,X,264,32,6509
States,Kentucky,2017,50,X,4.46051,X,X,X,X,X,X,475,34,10649
States,Louisiana,2017,50,X,6.8851,X,X,X,X,X,X,3917,92,56891
States,Maine,2017,50,X,0.782065,X,X,X,X,X,X,30,25,3836
States,Maryland,2017,50,X,1.57176,X,X,X,X,X,X,122,26,7762
States,Massachusetts,2017,50,X,1.8076,X,X,X,X,X,X,624,44,34521
States,Michigan,2017,50,X,2.21211,X,X,X,X,X,X,520,80,23507
States,Minnesota,2017,50,X,2.30408,X,X,X,X,X,X,157,27,6814
States,Mississippi,2017,50,X,8.49014,X,X,X,X,X,X,1498,48,17644
States,Missouri,2017,50,X,2.78846,X,X,X,X,X,X,203,20,7280
States,Montana,2017,50,X,0.0831716,X,X,X,X,X,X,3,8,3607
States,Nebraska,2017,50,X,3.29828,X,X,X,X,X,X,298,49,9035
States,Nevada,2017,50,X,2.18151,X,X,X,X,X,X,406,34,18611
States,New Hampshire,2017,50,X,0.853485,X,X,X,X,X,X,24,16,2812
States,New Jersey,2017,50,X,3.2248,X,X,X,X,X,X,826,42,25614
States,New Mexico,2017,50,X,2.39285,X,X,X,X,X,X,383,35,16006
States,New York,2017,50,X,2.65554,X,X,X,X,X,X,347,54,13067
States,North Carolina,2017,50,X,1.93396,X,X,X,X,X,X,294,44,15202
States,North Dakota,2017,50,X,1.66534,X,X,X,X,X,X,21,7,1261
States,Ohio,2017,50,X,1.25287,X,X,X,X,X,X,262,67,20912
States,Oklahoma,2017,50,X,4.90312,X,X,X,X,X,X,458,26,9341
States,Oregon,2017,50,X,2.48936,X,X,X,X,X,X,854,75,34306
States,Pennsylvania,2017,50,X,1.46403,X,X,X,X,X,X,850,144,58059
States,Rhode Island,2017,50,X,1.42137,X,X,X,X,X,X,79,22,5558
States,South Carolina,2017,50,X,4.46907,X,X,X,X,X,X,242,13,5415
States,South Dakota,2017,50,X,2.09188,X,X,X,X,X,X,209,30,9991
States,Tennessee,2017,50,X,2.37249,X,X,X,X,X,X,207,44,8725
States,Texas,2017,50,X,9.36695,X,X,X,X,X,X,2764,110,29508
States,Utah,2017,50,X,0.435192,X,X,X,X,X,X,74,40,17004
States,Vermont,2017,50,X,1.58872,X,X,X,X,X,X,89,17,5602
States,Virginia,2017,50,X,2.60214,X,X,X,X,X,X,2231,126,85737
States,Washington,2017,50,X,0.50782,X,X,X,X,X,X,25,47,4923
States,West Virginia,2017,50,X,2.42979,X,X,X,X,X,X,321,35,13211
States,Wisconsin,2017,50,X,1.94926,X,X,X,X,X,X,126,24,6464
States,Wyoming,2017,50,X,2.22433,X,X,X,X,X,X,94,20,4226
States,Puerto Rico,2017,50,X,10.1559,X,X,X,X,X,X,215,4,2117
States,Virgin Islands,2017,50,X,0.886918,X,X,X,X,X,X,8,3,902
States,New York City,2017,50,X,2.65171,X,X,X,X,X,X,2520,72,95033
States,Alabama,2017,51,X,7.73028,X,X,X,X,X,X,3116,84,40309
States,Alaska,2017,51,X,4.10418,X,X,X,X,X,X,208,17,5068
States,Arizona,2017,51,X,6.14811,X,X,X,X,X,X,973,43,15826
States,Arkansas,2017,51,X,9.77581,X,X,X,X,X,X,375,13,3836
States,California,2017,51,X,4.71292,X,X,X,X,X,X,2048,109,43455
States,Colorado,2017,51,X,2.23917,X,X,X,X,X,X,546,42,24384
States,Connecticut,2017,51,X,3.85164,X,X,X,X,X,X,54,13,1402
States,Delaware,2017,51,X,0.503876,X,X,X,X,X,X,13,12,2580
States,District of Columbia,2017,51,X,2.25352,X,X,X,X,X,X,296,5,13135
States,Florida,2017,51,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,51,X,4.67296,X,X,X,X,X,X,2199,50,47058
States,Hawaii,2017,51,X,6.78138,X,X,X,X,X,X,67,14,988
States,Idaho,2017,51,X,2.0219,X,X,X,X,X,X,24,7,1187
States,Illinois,2017,51,X,4.15481,X,X,X,X,X,X,1956,78,47078
States,Indiana,2017,51,X,4.7195,X,X,X,X,X,X,159,24,3369
States,Iowa,2017,51,X,1.8695,X,X,X,X,X,X,51,12,2728
States,Kansas,2017,51,X,6.31697,X,X,X,X,X,X,395,30,6253
States,Kentucky,2017,51,X,9.74403,X,X,X,X,X,X,1024,30,10509
States,Louisiana,2017,51,X,9.6517,X,X,X,X,X,X,5775,89,59834
States,Maine,2017,51,X,0.968188,X,X,X,X,X,X,35,24,3615
States,Maryland,2017,51,X,2.33503,X,X,X,X,X,X,161,27,6895
States,Massachusetts,2017,51,X,2.16943,X,X,X,X,X,X,715,43,32958
States,Michigan,2017,51,X,2.78378,X,X,X,X,X,X,554,82,19901
States,Minnesota,2017,51,X,2.93532,X,X,X,X,X,X,177,25,6030
States,Mississippi,2017,51,X,12.2494,X,X,X,X,X,X,2426,46,19805
States,Missouri,2017,51,X,4.95014,X,X,X,X,X,X,278,17,5616
States,Montana,2017,51,X,0.0637146,X,X,X,X,X,X,2,8,3139
States,Nebraska,2017,51,X,3.91286,X,X,X,X,X,X,379,49,9686
States,Nevada,2017,51,X,2.58751,X,X,X,X,X,X,479,34,18512
States,New Hampshire,2017,51,X,0.901639,X,X,X,X,X,X,22,16,2440
States,New Jersey,2017,51,X,3.5274,X,X,X,X,X,X,907,41,25713
States,New Mexico,2017,51,X,3.15934,X,X,X,X,X,X,575,38,18200
States,New York,2017,51,X,3.81745,X,X,X,X,X,X,445,51,11657
States,North Carolina,2017,51,X,1.93305,X,X,X,X,X,X,205,42,10605
States,North Dakota,2017,51,X,3.77778,X,X,X,X,X,X,68,9,1800
States,Ohio,2017,51,X,1.90262,X,X,X,X,X,X,363,50,19079
States,Oklahoma,2017,51,X,6.81702,X,X,X,X,X,X,532,22,7804
States,Oregon,2017,51,X,3.8024,X,X,X,X,X,X,1397,78,36740
States,Pennsylvania,2017,51,X,1.70074,X,X,X,X,X,X,1015,144,59680
States,Rhode Island,2017,51,X,1.55383,X,X,X,X,X,X,70,23,4505
States,South Carolina,2017,51,X,6.68842,X,X,X,X,X,X,328,14,4904
States,South Dakota,2017,51,X,2.55559,X,X,X,X,X,X,277,32,10839
States,Tennessee,2017,51,X,4.96754,X,X,X,X,X,X,329,42,6623
States,Texas,2017,51,X,13.6728,X,X,X,X,X,X,3936,104,28787
States,Utah,2017,51,X,1.22118,X,X,X,X,X,X,143,36,11710
States,Vermont,2017,51,X,1.18243,X,X,X,X,X,X,63,17,5328
States,Virginia,2017,51,X,3.05112,X,X,X,X,X,X,2749,129,90098
States,Washington,2017,51,X,1.06732,X,X,X,X,X,X,39,47,3654
States,West Virginia,2017,51,X,3.88658,X,X,X,X,X,X,440,34,11321
States,Wisconsin,2017,51,X,2.84772,X,X,X,X,X,X,164,23,5759
States,Wyoming,2017,51,X,2.86484,X,X,X,X,X,X,117,19,4084
States,Puerto Rico,2017,51,X,11.4268,X,X,X,X,X,X,189,3,1654
States,Virgin Islands,2017,51,X,0.359066,X,X,X,X,X,X,2,2,557
States,New York City,2017,51,X,3.10489,X,X,X,X,X,X,3045,71,98071
States,Alabama,2017,52,X,9.14754,X,X,X,X,X,X,3583,87,39169
States,Alaska,2017,52,X,4.62,X,X,X,X,X,X,231,17,5000
States,Arizona,2017,52,X,8.49823,X,X,X,X,X,X,1078,44,12685
States,Arkansas,2017,52,X,10.9495,X,X,X,X,X,X,286,13,2612
States,California,2017,52,X,6.82217,X,X,X,X,X,X,2413,111,35370
States,Colorado,2017,52,X,2.56986,X,X,X,X,X,X,469,42,18250
States,Connecticut,2017,52,X,4.06213,X,X,X,X,X,X,68,14,1674
States,Delaware,2017,52,X,0.278164,X,X,X,X,X,X,4,11,1438
States,District of Columbia,2017,52,X,2.78897,X,X,X,X,X,X,270,5,9681
States,Florida,2017,52,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2017,52,X,5.56055,X,X,X,X,X,X,2412,50,43377
States,Hawaii,2017,52,X,9.10543,X,X,X,X,X,X,57,13,626
States,Idaho,2017,52,X,1.37276,X,X,X,X,X,X,13,7,947
States,Illinois,2017,52,X,6.01439,X,X,X,X,X,X,2240,80,37244
States,Indiana,2017,52,X,7.84406,X,X,X,X,X,X,167,23,2129
States,Iowa,2017,52,X,4.00579,X,X,X,X,X,X,83,13,2072
States,Kansas,2017,52,X,8.03306,X,X,X,X,X,X,379,29,4718
States,Kentucky,2017,52,X,8.73841,X,X,X,X,X,X,782,31,8949
States,Louisiana,2017,52,X,11.5699,X,X,X,X,X,X,6220,86,53760
States,Maine,2017,52,X,1.19332,X,X,X,X,X,X,25,24,2095
States,Maryland,2017,52,X,4.47549,X,X,X,X,X,X,189,23,4223
States,Massachusetts,2017,52,X,3.12169,X,X,X,X,X,X,795,45,25467
States,Michigan,2017,52,X,3.36815,X,X,X,X,X,X,516,80,15320
States,Minnesota,2017,52,X,3.63548,X,X,X,X,X,X,150,24,4126
States,Mississippi,2017,52,X,13.8878,X,X,X,X,X,X,2059,45,14826
States,Missouri,2017,52,X,9.5,X,X,X,X,X,X,190,18,2000
States,Montana,2017,52,X,0.176991,X,X,X,X,X,X,3,8,1695
States,Nebraska,2017,52,X,5.50255,X,X,X,X,X,X,496,49,9014
States,Nevada,2017,52,X,3.62923,X,X,X,X,X,X,675,34,18599
States,New Hampshire,2017,52,X,0.907188,X,X,X,X,X,X,13,15,1433
States,New Jersey,2017,52,X,4.65945,X,X,X,X,X,X,1085,33,23286
States,New Mexico,2017,52,X,4.54253,X,X,X,X,X,X,776,38,17083
States,New York,2017,52,X,3.58824,X,X,X,X,X,X,366,49,10200
States,North Carolina,2017,52,X,3.86216,X,X,X,X,X,X,232,42,6007
States,North Dakota,2017,52,X,2.34671,X,X,X,X,X,X,31,8,1321
States,Ohio,2017,52,X,3.33029,X,X,X,X,X,X,474,46,14233
States,Oklahoma,2017,52,X,8.25442,X,X,X,X,X,X,645,25,7814
States,Oregon,2017,52,X,4.88977,X,X,X,X,X,X,1821,78,37241
States,Pennsylvania,2017,52,X,2.53061,X,X,X,X,X,X,1333,120,52675
States,Rhode Island,2017,52,X,1.52387,X,X,X,X,X,X,45,23,2953
States,South Carolina,2017,52,X,7.57123,X,X,X,X,X,X,279,14,3685
States,South Dakota,2017,52,X,3.45696,X,X,X,X,X,X,302,32,8736
States,Tennessee,2017,52,X,4.55952,X,X,X,X,X,X,221,46,4847
States,Texas,2017,52,X,11.0929,X,X,X,X,X,X,1829,65,16488
States,Utah,2017,52,X,2.1783,X,X,X,X,X,X,205,39,9411
States,Vermont,2017,52,X,2.21782,X,X,X,X,X,X,112,17,5050
States,Virginia,2017,52,X,3.92037,X,X,X,X,X,X,3523,129,89864
States,Washington,2017,52,X,4.70265,X,X,X,X,X,X,257,37,5465
States,West Virginia,2017,52,X,7.73714,X,X,X,X,X,X,823,35,10637
States,Wisconsin,2017,52,X,3.59025,X,X,X,X,X,X,109,21,3036
States,Wyoming,2017,52,X,4.97765,X,X,X,X,X,X,167,21,3355
States,Puerto Rico,2017,52,X,9.71223,X,X,X,X,X,X,216,4,2224
States,Virgin Islands,2017,52,X,0.66778,X,X,X,X,X,X,4,2,599
States,New York City,2017,52,X,3.68957,X,X,X,X,X,X,3258,65,88303
States,Alabama,2018,1,X,9.40683,X,X,X,X,X,X,3703,85,39365
States,Alaska,2018,1,X,4.33424,X,X,X,X,X,X,222,17,5122
States,Arizona,2018,1,X,7.37482,X,X,X,X,X,X,1249,46,16936
States,Arkansas,2018,1,X,7.7154,X,X,X,X,X,X,257,15,3331
States,California,2018,1,X,6.80756,X,X,X,X,X,X,2258,111,33169
States,Colorado,2018,1,X,2.73208,X,X,X,X,X,X,553,42,20241
States,Connecticut,2018,1,X,4.34338,X,X,X,X,X,X,85,15,1957
States,Delaware,2018,1,X,0.599201,X,X,X,X,X,X,9,12,1502
States,District of Columbia,2018,1,X,2.90916,X,X,X,X,X,X,310,5,10656
States,Florida,2018,1,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,1,X,6.30901,X,X,X,X,X,X,3067,49,48613
States,Hawaii,2018,1,X,5.59072,X,X,X,X,X,X,53,11,948
States,Idaho,2018,1,X,3.43228,X,X,X,X,X,X,37,8,1078
States,Illinois,2018,1,X,5.79663,X,X,X,X,X,X,2494,82,43025
States,Indiana,2018,1,X,6.93352,X,X,X,X,X,X,194,23,2798
States,Iowa,2018,1,X,2.75898,X,X,X,X,X,X,53,12,1921
